key,layer,module_type,l2_norm,linf_norm,relative_l2,shape,dtype
model.layers.19.post_attention_layernorm.weight,19,norm,3.53702211,0.2578125,0.05764994,[3584],torch.float32
model.layers.6.input_layernorm.weight,6,norm,3.43056321,0.203125,0.09532665,[3584],torch.float32
model.layers.2.input_layernorm.weight,2,norm,3.42092204,0.19140625,0.11730949,[3584],torch.float32
model.layers.19.self_attn.q_proj.bias,19,attn_qkv,3.39742613,1.0,0.01982174,[3584],torch.float32
model.layers.8.post_attention_layernorm.weight,8,norm,3.3719995,0.12109375,0.07308479,[3584],torch.float32
model.layers.15.input_layernorm.weight,15,norm,3.35017085,0.25,0.06462683,[3584],torch.float32
model.layers.24.self_attn.q_proj.bias,24,attn_qkv,3.26269817,0.5,0.03524732,[3584],torch.float32
model.layers.4.input_layernorm.weight,4,norm,3.24081492,0.328125,0.09555402,[3584],torch.float32
model.layers.18.post_attention_layernorm.weight,18,norm,3.14574385,0.234375,0.05415553,[3584],torch.float32
model.layers.10.post_attention_layernorm.weight,10,norm,3.09669352,0.16015625,0.05921262,[3584],torch.float32
model.layers.19.input_layernorm.weight,19,norm,3.04743266,0.296875,0.0485833,[3584],torch.float32
model.layers.2.self_attn.k_proj.bias,2,attn_qkv,3.03116822,0.6875,0.04617064,[512],torch.float32
model.layers.10.self_attn.q_proj.bias,10,attn_qkv,3.02098322,0.9375,0.0281467,[3584],torch.float32
model.layers.25.input_layernorm.weight,25,norm,2.95395064,0.390625,0.04682511,[3584],torch.float32
model.layers.13.input_layernorm.weight,13,norm,2.92135406,0.265625,0.0516752,[3584],torch.float32
model.layers.11.post_attention_layernorm.weight,11,norm,2.88429904,0.25,0.05491133,[3584],torch.float32
model.layers.13.self_attn.q_proj.bias,13,attn_qkv,2.87634349,0.4296875,0.03691266,[3584],torch.float32
model.layers.15.self_attn.q_proj.bias,15,attn_qkv,2.79429102,0.359375,0.02809864,[3584],torch.float32
model.layers.13.post_attention_layernorm.weight,13,norm,2.7941184,0.2109375,0.05393649,[3584],torch.float32
model.layers.12.post_attention_layernorm.weight,12,norm,2.73340225,0.13671875,0.05301806,[3584],torch.float32
model.layers.17.post_attention_layernorm.weight,17,norm,2.70337343,0.19921875,0.04744001,[3584],torch.float32
model.layers.24.self_attn.k_proj.bias,24,attn_qkv,2.69989252,1.08984375,0.18104486,[512],torch.float32
model.layers.5.self_attn.q_proj.bias,5,attn_qkv,2.68203712,0.375,0.02585004,[3584],torch.float32
model.layers.12.self_attn.k_proj.bias,12,attn_qkv,2.58430815,1.828125,0.09672521,[512],torch.float32
model.layers.3.self_attn.q_proj.bias,3,attn_qkv,2.55805731,0.4375,0.03905436,[3584],torch.float32
model.layers.14.post_attention_layernorm.weight,14,norm,2.54931068,0.2265625,0.04784849,[3584],torch.float32
model.layers.16.post_attention_layernorm.weight,16,norm,2.52724147,0.1875,0.04561147,[3584],torch.float32
model.layers.25.self_attn.q_proj.bias,25,attn_qkv,2.5211916,0.47070312,0.03283288,[3584],torch.float32
model.layers.26.self_attn.q_proj.bias,26,attn_qkv,2.51681471,0.33691406,0.03064735,[3584],torch.float32
model.layers.3.input_layernorm.weight,3,norm,2.50545239,0.1875,0.0984399,[3584],torch.float32
model.layers.3.self_attn.k_proj.bias,3,attn_qkv,2.50069046,0.75,0.02108614,[512],torch.float32
model.layers.12.input_layernorm.weight,12,norm,2.48630333,0.21875,0.0462987,[3584],torch.float32
model.layers.14.self_attn.q_proj.bias,14,attn_qkv,2.48267579,0.40625,0.02906897,[3584],torch.float32
model.layers.16.self_attn.q_proj.bias,16,attn_qkv,2.46552205,0.64453125,0.03429966,[3584],torch.float32
model.layers.8.input_layernorm.weight,8,norm,2.45109105,0.171875,0.05693197,[3584],torch.float32
model.layers.13.self_attn.k_proj.bias,13,attn_qkv,2.42428207,0.875,0.03815789,[512],torch.float32
model.layers.20.self_attn.q_proj.bias,20,attn_qkv,2.4210577,0.453125,0.03055463,[3584],torch.float32
model.layers.15.post_attention_layernorm.weight,15,norm,2.40859604,0.203125,0.04494729,[3584],torch.float32
model.layers.12.self_attn.q_proj.bias,12,attn_qkv,2.33608961,0.25,0.02654676,[3584],torch.float32
model.layers.7.input_layernorm.weight,7,norm,2.3352406,0.15625,0.0579659,[3584],torch.float32
model.layers.7.self_attn.q_proj.bias,7,attn_qkv,2.33292437,0.30664062,0.03146284,[3584],torch.float32
model.layers.17.self_attn.q_proj.bias,17,attn_qkv,2.33001852,0.359375,0.03002568,[3584],torch.float32
model.layers.19.self_attn.k_proj.bias,19,attn_qkv,2.31667519,1.125,0.0392821,[512],torch.float32
model.layers.20.input_layernorm.weight,20,norm,2.26043606,0.3125,0.03637211,[3584],torch.float32
model.layers.21.self_attn.q_proj.bias,21,attn_qkv,2.21853161,0.25,0.02643978,[3584],torch.float32
model.layers.23.self_attn.q_proj.bias,23,attn_qkv,2.18435907,0.203125,0.02903482,[3584],torch.float32
model.layers.18.self_attn.k_proj.bias,18,attn_qkv,2.17345285,1.265625,0.09587883,[512],torch.float32
model.layers.1.input_layernorm.weight,1,norm,2.16566324,1.375,0.16324833,[3584],torch.float32
model.layers.23.input_layernorm.weight,23,norm,2.16565156,0.203125,0.03644405,[3584],torch.float32
model.layers.8.self_attn.q_proj.bias,8,attn_qkv,2.16216826,0.296875,0.02080187,[3584],torch.float32
model.layers.4.self_attn.q_proj.bias,4,attn_qkv,2.13818431,0.32617188,0.01914769,[3584],torch.float32
model.layers.7.self_attn.k_proj.bias,7,attn_qkv,2.12345433,0.75,0.08335655,[512],torch.float32
model.layers.9.self_attn.q_proj.bias,9,attn_qkv,2.12193608,0.40625,0.02860193,[3584],torch.float32
model.layers.0.post_attention_layernorm.weight,,norm,2.10940146,0.21484375,0.11270248,[3584],torch.float32
model.layers.9.self_attn.k_proj.bias,9,attn_qkv,2.0735054,0.74804688,0.11697794,[512],torch.float32
model.layers.11.self_attn.q_proj.bias,11,attn_qkv,2.0357554,0.25,0.01777097,[3584],torch.float32
model.layers.20.self_attn.k_proj.bias,20,attn_qkv,2.01210785,1.234375,0.11830752,[512],torch.float32
model.layers.24.input_layernorm.weight,24,norm,2.00480294,0.390625,0.03235106,[3584],torch.float32
model.layers.22.self_attn.q_proj.bias,22,attn_qkv,1.89762628,0.3996582,0.02611115,[3584],torch.float32
model.layers.0.input_layernorm.weight,,norm,1.85093951,0.20410156,0.10036138,[3584],torch.float32
model.layers.6.self_attn.k_proj.bias,6,attn_qkv,1.81308007,0.6875,0.06653052,[512],torch.float32
model.layers.17.self_attn.k_proj.bias,17,attn_qkv,1.80990899,1.0625,0.07770332,[512],torch.float32
model.layers.16.self_attn.k_proj.bias,16,attn_qkv,1.78870046,0.6875,0.05742969,[512],torch.float32
model.layers.11.input_layernorm.weight,11,norm,1.777426,0.15625,0.03747966,[3584],torch.float32
model.layers.10.input_layernorm.weight,10,norm,1.75306165,0.171875,0.04051658,[3584],torch.float32
model.layers.25.self_attn.k_proj.bias,25,attn_qkv,1.69173384,0.625,0.09337126,[512],torch.float32
model.layers.21.input_layernorm.weight,21,norm,1.585307,0.296875,0.02673708,[3584],torch.float32
model.layers.22.input_layernorm.weight,22,norm,1.57637286,0.234375,0.02479725,[3584],torch.float32
model.layers.27.self_attn.v_proj.bias,27,attn_qkv,1.55061948,0.28662109,0.0529734,[512],torch.float32
model.layers.9.input_layernorm.weight,9,norm,1.53166163,0.1640625,0.03293506,[3584],torch.float32
model.layers.22.self_attn.k_proj.bias,22,attn_qkv,1.51507092,0.31640625,0.09336639,[512],torch.float32
model.layers.14.self_attn.k_proj.bias,14,attn_qkv,1.46290433,0.46875,0.06623346,[512],torch.float32
model.layers.23.self_attn.k_proj.bias,23,attn_qkv,1.44295335,0.5078125,0.08999643,[512],torch.float32
model.layers.5.self_attn.k_proj.bias,5,attn_qkv,1.39628804,0.51171875,0.09162086,[512],torch.float32
model.layers.10.self_attn.k_proj.bias,10,attn_qkv,1.38061643,0.75,0.07915462,[512],torch.float32
model.layers.15.self_attn.k_proj.bias,15,attn_qkv,1.31977117,0.3203125,0.03836438,[512],torch.float32
model.layers.21.self_attn.k_proj.bias,21,attn_qkv,1.31219029,0.34375,0.07712184,[512],torch.float32
model.layers.0.self_attn.v_proj.bias,,attn_qkv,1.21514046,0.48046875,0.24465262,[512],torch.float32
model.layers.26.self_attn.k_proj.bias,26,attn_qkv,1.1090461,0.265625,0.07977092,[512],torch.float32
model.layers.4.self_attn.k_proj.bias,4,attn_qkv,1.02517486,0.34375,0.086436,[512],torch.float32
model.layers.11.self_attn.k_proj.bias,11,attn_qkv,0.94078147,0.21875,0.06370206,[512],torch.float32
model.layers.8.self_attn.k_proj.bias,8,attn_qkv,0.88621551,0.2734375,0.06721704,[512],torch.float32
model.layers.4.self_attn.v_proj.bias,4,attn_qkv,0.74756032,0.51953125,0.47560393,[512],torch.float32
model.layers.3.self_attn.v_proj.bias,3,attn_qkv,0.52301162,0.10546875,0.1375678,[512],torch.float32
model.layers.1.self_attn.v_proj.bias,1,attn_qkv,0.44250014,0.24560547,0.26344799,[512],torch.float32
model.layers.24.self_attn.v_proj.bias,24,attn_qkv,0.39824456,0.1015625,0.05695887,[512],torch.float32
model.layers.25.self_attn.v_proj.bias,25,attn_qkv,0.39029786,0.06640625,0.04195924,[512],torch.float32
model.layers.23.self_attn.v_proj.bias,23,attn_qkv,0.35700193,0.1875,0.04919892,[512],torch.float32
model.layers.22.self_attn.v_proj.bias,22,attn_qkv,0.32718301,0.21875,0.13997399,[512],torch.float32
model.layers.26.self_attn.v_proj.bias,26,attn_qkv,0.32393509,0.05273438,0.03577965,[512],torch.float32
model.layers.5.self_attn.v_proj.bias,5,attn_qkv,0.30229086,0.14941406,0.17734721,[512],torch.float32
model.layers.14.self_attn.v_proj.bias,14,attn_qkv,0.27731425,0.13085938,0.13917925,[512],torch.float32
model.layers.2.self_attn.v_proj.bias,2,attn_qkv,0.26950601,0.06933594,0.21551497,[512],torch.float32
model.layers.10.self_attn.v_proj.bias,10,attn_qkv,0.24908231,0.05093384,0.11232364,[512],torch.float32
model.layers.6.self_attn.v_proj.bias,6,attn_qkv,0.23958196,0.05566406,0.14244653,[512],torch.float32
model.layers.11.self_attn.v_proj.bias,11,attn_qkv,0.23156883,0.09667969,0.13100089,[512],torch.float32
model.layers.8.self_attn.v_proj.bias,8,attn_qkv,0.22701432,0.08154297,0.14227294,[512],torch.float32
model.layers.9.self_attn.v_proj.bias,9,attn_qkv,0.22263587,0.05859375,0.12712794,[512],torch.float32
model.layers.19.self_attn.v_proj.bias,19,attn_qkv,0.22002555,0.09375,0.06743045,[512],torch.float32
model.layers.21.self_attn.v_proj.bias,21,attn_qkv,0.21665856,0.04296875,0.10343252,[512],torch.float32
model.layers.12.self_attn.v_proj.bias,12,attn_qkv,0.21155836,0.08984375,0.11703294,[512],torch.float32
model.layers.13.self_attn.v_proj.bias,13,attn_qkv,0.2016203,0.08398438,0.22148201,[512],torch.float32
model.layers.16.self_attn.v_proj.bias,16,attn_qkv,0.19148298,0.04492188,0.17241899,[512],torch.float32
model.layers.15.self_attn.v_proj.bias,15,attn_qkv,0.18415754,0.04602051,0.1288172,[512],torch.float32
model.layers.18.self_attn.v_proj.bias,18,attn_qkv,0.17558798,0.07052994,0.11561466,[512],torch.float32
model.layers.20.self_attn.v_proj.bias,20,attn_qkv,0.17353857,0.05078125,0.07301637,[512],torch.float32
model.layers.7.self_attn.v_proj.bias,7,attn_qkv,0.17111376,0.03076172,0.14272291,[512],torch.float32
model.layers.17.self_attn.v_proj.bias,17,attn_qkv,0.15984666,0.0625,0.11312143,[512],torch.float32
